id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1337850023531347969,Erin Despas,,"Designing&selling on Teespring. Like 90s Disney tv movies, old school WWE. Dislikes Intolerance, hate, bigots and snakes https://t.co/fa5n4gEHgR",2009-10-30 17:53:54,887,1515,9639,False,2020-12-12 20:01:16,"Covid vaccine; You getting it?

 #CovidVaccine #covid19 #PfizerBioNTech #Moderna","['CovidVaccine', 'covid19', 'PfizerBioNTech', 'Moderna']",Twitter Web App,2,1,False
1337842295857623042,Ch.Amjad Ali,Islamabad,"#ProudPakistani #LovePakArmy #PMIK @insafianspower1
#PoliticalScience #InternationalAffairs 
#PAKUSTV #Newyork #Islamabad",2012-11-12 04:18:12,671,2368,20469,False,2020-12-12 19:30:33,"#CovidVaccine 

States will start getting #COVID19Vaccine Monday, #US says 
#pakustv #NYC #Healthcare #GlobalGoals… https://t.co/MksOvBvs5w","['CovidVaccine', 'COVID19Vaccine', 'US', 'pakustv', 'NYC', 'Healthcare', 'GlobalGoals']",Twitter Web App,0,0,False
1337841934170255365,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1302,78,339,False,2020-12-12 19:29:07,"while deaths are closing in on the 300,000 mark... millions of people wait #PfizerBioNTech #Vaccine !
-
The first U… https://t.co/uQ3A2f7SVP","['PfizerBioNTech', 'Vaccine']",Twitter Web App,0,0,False
1337840331522453507,VoiceM,,campaigner & optimistic realist,2020-08-31 10:38:21,2,25,20,False,2020-12-12 19:22:45,@cnnbrk #COVID19 #CovidVaccine #vaccine #Corona   #PfizerBioNTech #bbcnews #NYTimes #BBCNews Best wishes to the US… https://t.co/9xWmfU3LZj,"['COVID19', 'CovidVaccine', 'vaccine', 'Corona', 'PfizerBioNTech', 'bbcnews', 'NYTimes', 'BBCNews']",Twitter Web App,0,0,False
1337815730486702087,WION,India,#WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. | https://t.co/V3tpBavoXE,2016-03-21 03:44:54,292510,91,7531,True,2020-12-12 17:45:00,The agency also released new information for health care providers and for patients as the US shipped millions of d… https://t.co/sG6BtD7jD9,,TweetDeck,0,18,False
1337809196453081088,Dr.Krutika Kuppalli,,"ID, Global Health, VHF, Pandemic Prep, Emerging Infections, & Health Policy MD| U.S. Congress COVID-19 expert witness x 2 | ELBI 2020 @JHSPH_CHS",2019-03-25 04:14:29,21924,593,7815,True,2020-12-12 17:19:02,For all the women and healthcare providers who have been asking about the safety of the #PfizerBioNTech… https://t.co/ow0Pglkwte,['PfizerBioNTech'],Twitter for iPhone,48,82,False
1337807109010780162,Opoyi,,"High-quality trusted conversations around news and information, in 12 languages.",2019-01-13 18:33:22,10332,49,16,False,2020-12-12 17:10:44,"""Expect 145 sites across all the states to receive vaccine on Monday, another 425 sites on Tuesday,"" said the offic… https://t.co/HiUVYJzOBY",,TweetDeck,0,0,False
1337789467038523394,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 16:00:38,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/2FzQSMnhoY",['vaccine'],Twitter for iPhone,0,1,False
1337789191598575616,STOPCOMMONPASS.ORG,Global,"'Trust' is not carte-blanche for erosion of our liberty, privacy, & the pursuit of global control.",2020-10-25 20:33:33,406,176,479,False,2020-12-12 15:59:32,"UPDATED: #YellowFever &amp; #COVID19 #ImmunityPassports - Part Two

#SARSCoV2 #PfizerBioNtech #Britain #December… https://t.co/qKT7Rst9aW","['YellowFever', 'COVID19', 'ImmunityPassports', 'SARSCoV2', 'PfizerBioNtech', 'Britain', 'December']",Twitter Web App,2,2,False
1337783770070409218,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22 08:31:12,4056,6,3,True,2020-12-12 15:38:00,"Coronavirus: Iran reports 8,201 new cases, 221 deaths in the last 24 hours #Iran #coronavirus #PfizerBioNTech… https://t.co/mwDNAdmb7F","['Iran', 'coronavirus', 'PfizerBioNTech']",TweetDeck,3,5,False
1337781178665816064,Braderz73🌹#GTTO 🇪🇺 🇬🇧,"Bristol, UK","One of those lefty types, I believe in a fairer future for all. I also luv throwin' myself down steep trails on my MTB! Ex-Labour.

#DisabilityRights",2012-07-24 08:18:51,6430,6292,45007,False,2020-12-12 15:27:42,.@Pfizer will rake in billions from its expensive #CovidVaccine but @AlbertBourla refuses to cut the price for lowe… https://t.co/eC94w3TUl0,['CovidVaccine'],Twitter for Android,3,3,False
1337776763384958976,Alex Vie,"Los Angeles, CA",Marine vet. Yogi. Krav Maga. Runner. Climber. Cyclist. 📷: artificer.vx 👻: QxGambit,2010-01-24 04:43:57,125,442,5401,False,2020-12-12 15:10:09,"The trump administration failed to deliver on vaccine promises, *shocker* #COVIDIOTS #coronavirus #CovidVaccine… https://t.co/hew6eHTUrD","['COVIDIOTS', 'coronavirus', 'CovidVaccine']",Twitter for iPhone,0,0,False
1337774279862185986,Mani,,,2019-10-10 13:41:10,26,33,2515,False,2020-12-12 15:00:17,How much did the #fda get paid to approve this all of a sudden now? money makes the world go around. #vaccine… https://t.co/GT9qVVNbKj,"['fda', 'vaccine']",Twitter Web App,0,0,False
1337774059237629952,"Richard Dunne, MD","Rochester, NY","Husband, Girl Dad, GI Oncologist @wilmotcancer w/ research focus in #cachexia, weight loss, #pancreaticcancer & love of sport, @notredame alum, tweets my own",2012-04-23 12:18:55,1982,608,9110,False,2020-12-12 14:59:25,Anyone wondering why day after #PfizerBioNTech approval in the UK people were getting vaccinated but all we are tol… https://t.co/tPSyL9CUYE,['PfizerBioNTech'],Twitter for iPhone,0,2,False
1337773965595598848,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 14:59:02,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/P9esXr3zpS",['vaccine'],Buffer,1,0,False
1337773751841144833,BOOM Live,"Mumbai, India","IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",2014-03-16 03:52:50,64185,1183,1794,True,2020-12-12 14:58:11,The US Food and Drug Administration (FDA) has granted emergency use authorization to Pfizer-BioNTech's mRNA… https://t.co/dPLokxGtBa,,Twitter Web App,1,5,False
1337770798770081796,DOCNOS Official,,An Innovative Healthtech Start-up creating unique solutions.,2020-11-10 16:53:37,7,0,5,False,2020-12-12 14:46:27,"Presenting you the top Medical News/Advancement of the past week you don't want to miss!

#docnosofficial #covid19… https://t.co/qOd5TPLYvA","['docnosofficial', 'covid19']",Twitter Web App,0,3,False
1337770118017900550,Devan Surendran,"Nottingham, England","NHS Doctor | Singer | Travel, nature and dog lover!",2010-01-16 23:59:43,116,86,268,False,2020-12-12 14:43:45,"No.1 of 2 done.

#ThankYouNHS @NHSuk @MHRAgovuk and #PfizerBioNTech @pfizer for making the #CovidVaccine dream poss… https://t.co/3KvJ7UP432","['ThankYouNHS', 'PfizerBioNTech', 'CovidVaccine']",Twitter Web App,1,10,False
1337769867676704770,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1302,78,339,False,2020-12-12 14:42:45,"Wear a mask, wash your hands, and remain socially distant when possible. #stayhome #StayAtHome #StayAtHomeSaveLives… https://t.co/Jrlrg6bm0w","['stayhome', 'StayAtHome', 'StayAtHomeSaveLives']",Twitter Web App,0,0,False
1337769507402768384,Michael Finn,"Crete, Greece","Hellenic National Healthcare, Agios Nikolaos General Hospital, bassist & guitarist    e-mail:finnmike@ymail.com",2011-10-17 19:03:34,151,235,838,False,2020-12-12 14:41:19,"⁦@AvgerinosMoscow⁩ #PfizerBioNTech #FDA approval Apprentice Style!
⁦@realDonaldTrump⁩: “Approve the #vaccine or you… https://t.co/f64cOP5DV6","['PfizerBioNTech', 'FDA', 'vaccine']",Twitter for iPad,0,0,False
1337765770420506625,Emiliano Pacelli,"Rome, Italy",#IBMCloud and #AIApplications passionate helping companies #B2BCollaboration and #SupplyChain innovation. Retweets/likes aren't endorsements.Opinion are my owns,2019-07-29 20:03:23,75,291,685,False,2020-12-12 14:26:28,"Interesting and very detailed article showing up how a well tested #supplychain, with #sharedvisibility will help d… https://t.co/yt3vn67mVg","['supplychain', 'sharedvisibility']",Twitter for iPad,0,0,False
1337761915087560707,🦑Dr. Kraken-Elect Lipstick 💋,Not Today ,Married. National news investigative/independent contributor #StandWithIsrael #StandWithTrump #BackTheBlue 👉🏼On PARLER @LipstickPrime 🚫 DM’s for tips only.,2011-06-01 17:10:58,5166,5228,19389,False,2020-12-12 14:11:09,💉 #Vaccine #TrumpVaccine #AstraZeneca #PfizerBioNTech #Pfizervaccine #PfizerCovidVaccine  #Pfizer's COVID-19 belong… https://t.co/ldxQhN6uix,"['Vaccine', 'TrumpVaccine', 'AstraZeneca', 'PfizerBioNTech', 'Pfizervaccine', 'PfizerCovidVaccine', 'Pfizer']",Twitter for iPhone,0,0,False
1337760271151063040,Andy Thomas,London,Retweets not necessarily endorsements.,2009-03-07 20:39:15,1151,4301,95963,False,2020-12-12 14:04:37,"@ZubyMusic 6 deaths so far. 
It's only death, nothing to worry about then 🤔
#CovidVaccines
#Pfizervaccine… https://t.co/HkGTDM5J3f","['CovidVaccines', 'Pfizervaccine']",Twitter for Android,0,2,False
1337758104847572999,Isabel Winnwa,"Berlin, Germany","Into (EU) politics, books, sports & all things science. Political scientist. @FU_Berlin & @scriptsberlin. Tweets & opinions are personal.",2020-03-30 13:47:15,230,652,6098,False,2020-12-12 13:56:01,@sbnumb3 @nytimes Please don’t spread fake news! There is no evidence that these cases are linked to the… https://t.co/bMcAhIPR5g,,Twitter for iPhone,0,3,False
1337744008500703232,Contagion,"Cranbury, NJ","Providing timely news to improve the diagnosis, treatment, and prevention of infectious diseases.",2016-01-29 15:54:55,5998,815,5867,False,2020-12-12 13:00:00,"#ICYMI The #FDA Authorized the #PfizerBioNTech #COVID19 #Vaccine for the United States last night

https://t.co/CtYGB3fNnE","['ICYMI', 'FDA', 'PfizerBioNTech', 'COVID19', 'Vaccine']",TweetDeck,0,1,False
1337742598153383936,Rob of the Green,"Cork, Ireland","In Pursuit of Betterness. I'm doing my bit to help others (& myself) get there, 1% at a time. Check out the podcasts, videos & words | Real me - @robodonohue",2016-12-16 20:29:07,2149,1812,17175,False,2020-12-12 12:54:24,All respect to due process but why not give approval now instead of the 29th of December. Surely multiple other cou… https://t.co/Xv0SRv1Ukw,,Twitter for iPhone,0,0,False
1337742528108519424,Rajat Kotra,"London, England","Ever-curious polymath,#global leader#startups#entrepreneurr#Digital#Analytics#AI#bigdata#IoT#fitness#trekking#singlemalt#meditation:doting dad;views personal",2009-12-03 12:03:28,754,917,220,False,2020-12-12 12:54:07,Vaccine!! Anyone?? #covid #Pfizervaccine #PfizerBioNTech https://t.co/b9ZKwnlIkX,"['covid', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False
1337739607857917954,Shahjhan Malik | #WearAMask,"Nottinghamshire, England",Solicitor.Dual Qualified.Single Parent Of 2 Amazing Boys. HR activist.Occasionally Write 4 @geonews_english @thenews_intl.Pursuing Justice Until Justice Is Done,2017-06-22 06:22:55,41708,2868,47862,False,2020-12-12 12:42:31,"An immigrant Muslim couple find the COVID-19 Vaccine. 

#CovidVaccine #PfizerBioNTech #Pfizervaccine #PfizerProud","['CovidVaccine', 'PfizerBioNTech', 'Pfizervaccine', 'PfizerProud']",Twitter for iPhone,2,37,False
1337735595704115200,John Berry,,English (not British or European) beer swilling northerner can argue with myself don't give a f about anything,2020-10-13 15:21:27,2,0,0,False,2020-12-12 12:26:34,"The #FDA finally issues #EUA now comes the problem transporting this #PfizerBioNTech vaccine, needs to be kept at -… https://t.co/NvaGyoo2yD","['FDA', 'EUA', 'PfizerBioNTech']",Twitter Web App,0,0,False
1337734069816348673,Farooq Anees,"دبي, الامارات العربية المتحدة",Somethings are better not be disclosed.... \o/,2010-12-23 11:51:01,293,319,165,False,2020-12-12 12:20:30,"Ladies and Gentlemen, now we have #CovidVaccine experts in each and every household of #Pakistan #PfizerBioNTech #oxfordvaccine 🤦‍♂️","['CovidVaccine', 'Pakistan', 'PfizerBioNTech', 'oxfordvaccine']",Twitter for Android,0,0,False
1337733927885303808,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:19:56,"FACT SHEET FOR HEALTHCARE PROVIDERS ADMINISTERING VACCINE

#PfizerBioNTech 
#CovidVaccine 

https://t.co/xRaOiACZSD","['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False
1337733857349677059,"Party politics isn't working for anyone, anywhere","Wales, United Kingdom","No lie to another is respectful; no lie to yourself is healthy.   ""Official lies"" should mean ""Official jail""",2016-08-03 20:11:00,761,504,33675,False,2020-12-12 12:19:40,@mirekR9 @sputnikvaccine @AstraZeneca check out table 23 of this and other tables too because it took the penny a w… https://t.co/5r6ibs8Jm8,,Twitter Web App,0,0,False
1337733048914358272,"Party politics isn't working for anyone, anywhere","Wales, United Kingdom","No lie to another is respectful; no lie to yourself is healthy.   ""Official lies"" should mean ""Official jail""",2016-08-03 20:11:00,761,504,33675,False,2020-12-12 12:16:27,"@mirekR9 @sputnikvaccine @AstraZeneca it's the only one which doesn't have any side effects 

the #PfizerBioNTech a… https://t.co/IWELAATAmd",['PfizerBioNTech'],Twitter Web App,0,0,False
1337732996380696578,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:16:14,"FACT SHEET FOR RECIPIENTS AND CAREGIVERS

#PfizerBioNTech 
#CovidVaccine 

https://t.co/V0mn08VTwj","['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False
1337732077278662657,mystic,,I believe in the goodness of humanity.,2020-05-20 10:57:00,14,162,1341,False,2020-12-12 12:12:35,#CovidVaccine #Pfizer-BioNTech COVID-19 #PfizerBioNTech #COVID19 #CapeTown https://t.co/uCpwv0S4nl,"['CovidVaccine', 'Pfizer', 'PfizerBioNTech', 'COVID19', 'CapeTown']",Twitter for iPhone,0,1,False
1337728701820268544,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 11:59:10,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/6379SZjNQi",['vaccine'],Twitter Web App,0,2,False
1337727767551553536,Daily News Egypt,Egypt,Egypt's Only Daily Independent Newspaper in English,2009-04-26 07:56:24,278080,116,765,True,2020-12-12 11:55:28,"#FDA authorizes #PfizerBioNTech #coronavirus vaccine for emergency use
https://t.co/VZ6bDPbbPG","['FDA', 'PfizerBioNTech', 'coronavirus']",Twitter Web App,1,1,False
1340979093886672898,Rebecca Dunkerley,"London, England",Head #Camden Integrated Adult Svcs #CamdenIAS @CNWLNHS #Proud2bOps #CNWLWomen • #Physio •🏳️‍🌈Ally • #BLM👊🏾• She/Her • Own Views • speak🇧🇷🇨🇱🇫🇷🇬🇧,2009-07-06 11:23:08,587,230,6329,False,2020-12-21 11:15:04,"And just like that 1 jab down, 1 to go! Thanks Dr Ammara Hughes for vaccinating me. Helping towards 70% target for… https://t.co/EndVSDcBeB",,Twitter for iPhone,0,0,False
1340975300365193216,ECOMNEWSMED,,"L'actualité #économique, #politique et des #entreprises des pays de la #Méditerranée par @ecom_news. #UEMed @EcomnewsAfrique @EcomnewsMedia @ecom_news",2015-09-05 23:01:10,61907,5041,3902,False,2020-12-21 11:00:00,"#Tunisia: As part of the fight against #Covid19, the Ministry of Health has concluded an agreement with… https://t.co/qzRp9WfBqL","['Tunisia', 'Covid19']",TweetDeck,0,0,False
1340958865194688516,Naked Royal,France,"A European academic, working on another side of the Iron Curtain than the one she was born.",2009-03-30 10:36:41,27,179,447,False,2020-12-21 09:54:41,Why everyone seems to encourage #vaccination on people who had #covid19 while all studies on #PfizerBioNTech vaccin… https://t.co/avJ4t4j3gi,"['vaccination', 'covid19', 'PfizerBioNTech']",Twitter Web App,0,0,False
1340956844852994050,Igor Windisch,"Geneva, Switzerland","Crude Oil Analyst and Trader. Fundamentals, Technicals, Macro. No Quant. Do you tweak ?",2019-07-05 13:53:20,308,280,21290,False,2020-12-21 09:46:40,Anyone knows if the #PfizerBioNTech / #Moderna vaccines have any efficiency vs. this new #Variant ? #OOTT @markets,"['PfizerBioNTech', 'Moderna', 'Variant', 'OOTT']",Twitter Web App,0,0,False
1340954828495839234,Usmaan Hafiz,"Leyland, England","Independent Prescriber and Pharmacist at Kepple Lane Dispensary & Garstang Medical Practice 
#pharmacy 
@KLPharmacy 
https://t.co/igupi2oMQu",2011-05-23 15:33:19,573,870,7745,False,2020-12-21 09:38:39,"After weeks of preparation, reviewing PGDs, writing PSDs &amp; SOPs, webinars, meetings with vaccinators, not to mentio… https://t.co/oPBuEPpu58",,Twitter for Android,4,10,False
1340948124236476416,Ashley Kinch,"London, England","Clinical Research Nurse, Haematology & COVID-19 | Chief Nurse Clinical Fellow | @StGeorgesTrust | #SaveTheArts | 🇨🇦 | She/Her | Views My Own",2020-10-13 08:25:39,101,223,504,False,2020-12-21 09:12:01,What a privilege to have received the #PfizerBioNTech #vaccine @StGeorgesTrust this morning!  Administered by the o… https://t.co/tYketB15G4,"['PfizerBioNTech', 'vaccine']",Twitter for iPhone,1,4,False
1340937349807652864,Millen,"Trissur, India","Thinker | Dreamer | Achiever , Digital freedom activist.",2009-07-16 13:34:43,55,144,86,False,2020-12-21 08:29:12,The #PfizerBioNTech    and #Moderna  vaccines induce an immune response only to the spike protein carried by the co… https://t.co/kQ47BXeEOs,"['PfizerBioNTech', 'Moderna']",Twitter Web App,0,0,False
1340919364715995137,حسن سجواني 🇦🇪 Hassan Sajwani,"Dubai, United Arab Emirates","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account",2011-12-08 17:40:27,95765,597,32628,True,2020-12-21 07:17:44,Oman to receive its first #PfizerBioNTech vaccine shipments next Wednesday- Al Arabiya,['PfizerBioNTech'],Twitter for iPhone,3,56,False
1340911986880626688,The Daily Star,Bangladesh,"Bangladesh's largest English Daily. The latest & breaking news, features, analysis and more from @dailystarnews.",2009-09-27 08:54:28,851971,80,481,True,2020-12-21 06:48:25,"#Qatar's Ministry of Public Health approved on Sunday the Pfizer and BioNTech #Covid_19 vaccine for emergency use,… https://t.co/dS6aaRnCVG","['Qatar', 'Covid_19']",Twitter for Android,0,10,False
1340908622591750144,Kyri Christodoulou,Nicosia,"Editor-Journo @ Cyprus News Agency, views my own, RTs not endorsement, sarcasm is my middle name, honesty&intuition too!",2014-07-14 09:36:51,4533,4919,8910,False,2020-12-21 06:35:03,"#covid_19 #PfizerBioNTech #vaccines 
If clearance is granted by EMA, the final hurdle is approval by the ⁦… https://t.co/DGJLO0vxXu","['covid_19', 'PfizerBioNTech', 'vaccines']",Twitter for iPhone,0,0,False
1340885536408530944,🚶🏻Curtis S. Chin,Tweets on #Asia & USA  ,Former US Ambassador•Board/Biz Executive•Milken Fellow•Commentator & Warrior against the #littleBRIC: bureaucracy~regulation~inequality~corruption.,2013-12-29 22:15:53,11877,312,59319,True,2020-12-21 05:03:18,"#USA 🇺🇸🦠💉 #AmericanSamoa 🇦🇸

📷: Director of Health Motusa Tuileama Nua was injected with the #PfizerBioNTech… https://t.co/tMPQHQQVv1","['USA', 'AmericanSamoa', 'PfizerBioNTech']",Twitter for iPad,1,1,False
1340880272380801024,Glocalex,Global,Glocalex is a Community inspired from a consequential legal research perspective directed towards creating a world which embraces a more constructive research.,2020-08-29 07:20:17,25,17,17,False,2020-12-21 04:42:23,"Brazilian President @jairbolsonaro, a far-right leader, doubting COVID-19 called it 'a little flu', now raised the… https://t.co/7ZpiZ5AZaj",,Twitter Web App,0,1,False
1340863794197753857,Nurse Batman,,I’m Batman. Nurse Batman.,2020-12-15 21:42:23,4,6,9,False,2020-12-21 03:36:55,Had my fist dose of Pfizer vaccine yesterday. Today I was so tired and felt like I had a low grade fever when I did… https://t.co/87i6GZcyvx,,Twitter for iPhone,0,0,False
1340827295972347904,Cindy,,its me :-),2009-05-28 23:09:20,42,149,324,False,2020-12-21 01:11:53,"I Got Vaccinated https://t.co/ICQlCvkFxa 

#GoTMMC #wedidIt #covidVaccine #PfizerBioNTech #RNLife #FrontlineFirst… https://t.co/NDLjZS40ii","['GoTMMC', 'wedidIt', 'covidVaccine', 'PfizerBioNTech', 'RNLife', 'FrontlineFirst']",Twitter Web App,0,2,False
1340817586729193472,"Meg Wallace, LISW-CP","South Carolina, USA","1st Gen. College Grad | Social Worker | Clinical Instructor, MUSC | Assoc. Director, Clinical Ops, NCVC | Pronouns: she/her/hers | Views solely my own",2017-03-24 03:11:38,98,208,735,False,2020-12-21 00:33:18,"Crying happy tears as my mom, who works in cardiology and has gone to her office every day since the pandemic start… https://t.co/mE9tpuEcdS",,Twitter for iPhone,0,10,False
1340817399629578242,Nemy Banthia,"Vancouver, British Columbia",Professor of Engineering at Uni of British Columbia; CEO of @ICIMPACTS; Editor of J of Cement and Concrete Composites (@Elsevier);  Personal Views!,2009-07-03 21:07:12,2650,2306,1448,False,2020-12-21 00:32:33,"Once believed to be stable, #CoronaVirus is now showing up with mutated strains ! This may make the #CoronaVaccine… https://t.co/aFicsD51Uf","['CoronaVirus', 'CoronaVaccine']",Twitter for iPhone,0,2,False
1340815999633920000,IBTimes 🇮🇳,India,"International Business Times, India | Indian news, for the global news consumer | 📧 send news tips to editor@ibtimes.co.in",2011-11-02 20:46:16,18550,27,2592,True,2020-12-21 00:27:00,"#ICYMI I'm feeling dizzy: US nurse faints after getting Pfizer COVID vaccine shot

▪️A nurse at a Tennessee hospita… https://t.co/fYOnY7mo1E",['ICYMI'],Echobox,0,0,False
1340809749718126592,Hussain Maqbool Ahmed,"Edmonton, Alberta, CAN",Nurse_Educator_Researcher_Ethicist,2013-04-01 07:06:59,257,459,7786,False,2020-12-21 00:02:10,"Are #PfizerBioNTech and #Moderna giving immunity against all strains of #COVID19?

#coronavirus #VaccinesWork #MutantStrain #Mutation","['PfizerBioNTech', 'Moderna', 'COVID19', 'coronavirus', 'VaccinesWork', 'MutantStrain', 'Mutation']",Twitter Web App,0,0,False
1340799663922941953,Cone Health Internal Medicine Residency,"Greensboro, NC","Internal Medicine Residency in Greensboro, NC with a focus on evidence-based medicine in a friendly and collegial environment.",2018-07-09 05:08:57,349,145,51,False,2020-12-20 23:22:05,Our program director Dr. Mullen (@ebmullen16) leading the way #Covid_19 #Vaccine #PfizerBioNTech 💉 https://t.co/DBBkxeKF6r,"['Covid_19', 'Vaccine', 'PfizerBioNTech']",Twitter for iPhone,1,9,False
